market_cap_rank,corp_code,corp_name,stock_code,index,"[D320000] 손익계산서, 성격별 분류 - 연결 | Income statement, by nature of expense - Consolidated financial statements (Unit: KRW)_concept_id","[D320000] 손익계산서, 성격별 분류 - 연결 | Income statement, by nature of expense - Consolidated financial statements (Unit: KRW)_label_ko","[D320000] 손익계산서, 성격별 분류 - 연결 | Income statement, by nature of expense - Consolidated financial statements (Unit: KRW)_label_en","[D320000] 손익계산서, 성격별 분류 - 연결 | Income statement, by nature of expense - Consolidated financial statements (Unit: KRW)_class0","[D320000] 손익계산서, 성격별 분류 - 연결 | Income statement, by nature of expense - Consolidated financial statements (Unit: KRW)_class1","[D320000] 손익계산서, 성격별 분류 - 연결 | Income statement, by nature of expense - Consolidated financial statements (Unit: KRW)_class2",20240101-20241231_연결재무제표,20230101-20231231_연결재무제표,20220101-20221231_연결재무제표,"[D310000] 손익계산서, 기능별 분류 - 연결 | Income statement, by function of expense - Consolidated financial statements (Unit: KRW)_concept_id","[D310000] 손익계산서, 기능별 분류 - 연결 | Income statement, by function of expense - Consolidated financial statements (Unit: KRW)_label_ko","[D310000] 손익계산서, 기능별 분류 - 연결 | Income statement, by function of expense - Consolidated financial statements (Unit: KRW)_label_en","[D310000] 손익계산서, 기능별 분류 - 연결 | Income statement, by function of expense - Consolidated financial statements (Unit: KRW)_class0","[D310000] 손익계산서, 기능별 분류 - 연결 | Income statement, by function of expense - Consolidated financial statements (Unit: KRW)_class1","[D310000] 손익계산서, 기능별 분류 - 연결 | Income statement, by function of expense - Consolidated financial statements (Unit: KRW)_class2","[D310000] 손익계산서, 기능별 분류 - 연결 | Income statement, by function of expense - Consolidated financial statements (Unit: KRW)_class3",Income statement(Unit: KRW)_label_ko,Income statement(Unit: KRW)_comment,"[D310000] 손익계산서, 기능별 분류 - 연결 | Income statement, by function of expense - Consolidated financial statements (Unit: USD)_concept_id","[D310000] 손익계산서, 기능별 분류 - 연결 | Income statement, by function of expense - Consolidated financial statements (Unit: USD)_label_ko","[D310000] 손익계산서, 기능별 분류 - 연결 | Income statement, by function of expense - Consolidated financial statements (Unit: USD)_label_en","[D310000] 손익계산서, 기능별 분류 - 연결 | Income statement, by function of expense - Consolidated financial statements (Unit: USD)_class0","[D310000] 손익계산서, 기능별 분류 - 연결 | Income statement, by function of expense - Consolidated financial statements (Unit: USD)_class1","[D310000] 손익계산서, 기능별 분류 - 연결 | Income statement, by function of expense - Consolidated financial statements (Unit: USD)_class2"
42,00356361,LG화학,051910,12,,,,,,,-61035000000.0,-432501000000.0,-637124000000.0,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,Tax expense,ifrs-full:IncomeStatementAbstract,법인세비용,,,,,,,,,,
42,00356361,LG화학,051910,11,,,,,,,-268058000000.0,2498140000000.0,2778292000000.0,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익,Profit (loss) before tax,ifrs-full:IncomeStatementAbstract,법인세비용차감전순이익,,,,,,,,,,
42,00356361,LG화학,051910,10,,,,,,,-1959849000000.0,-1853057000000.0,-2113552000000.0,dart_OtherLosses,기타영업외비용,Other non-operating expenses,ifrs-full:IncomeStatementAbstract,기타영업외비용,,,,,,,,,,
44,00159023,SK텔레콤,017670,21,ifrs-full_ProfitLossAttributableToOwnersOfParent,지배기업의 소유주지분,Attributable to owners of parent,당기손익 [개요],당기순이익의 귀속,지배기업의 소유주지분,1250155000000.0,1093611000000.0,912400000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,20,ifrs-full_ProfitLoss,당기순이익,Profit,당기손익 [개요],당기순이익,,1387095000000.0,1145937000000.0,947831000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,1,entity00159023_udf_IS_202442916432406OfRevenue,매출액,Revenue,당기손익 [개요],영업수익,매출액,17940609000000.0,17608511000000.0,17304973000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,0,ifrs-full_Revenue,영업수익,Revenue,당기손익 [개요],영업수익,,17940609000000.0,17608511000000.0,17304973000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,4,dart_Commissions,지급수수료,Commissions,당기손익 [개요],영업비용,지급수수료,5564289000000.0,5549899000000.0,5518786000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,5,ifrs-full_DepreciationExpense,감가상각비,Depreciation expense,당기손익 [개요],영업비용,감가상각비,3560374000000.0,3614766000000.0,3621325000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,3,ifrs-full_EmployeeBenefitsExpense,종업원급여,Employee benefits,당기손익 [개요],영업비용,종업원급여,2725765000000.0,2488245000000.0,2449813000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,2,ifrs-full_OperatingExpense,영업비용,Operating expense,당기손익 [개요],영업비용,,16117200000000.0,15855307000000.0,15692903000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,6,dart_NetworkContactSettleExpense,망접속정산비용,Network contact settle expense,당기손익 [개요],영업비용,망접속정산비용,692881000000.0,678459000000.0,715285000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,7,dart_ExclusiveLineUseExpense,전용회선료 및 전파사용료,Exclusive line use expense and radio usage fee,당기손익 [개요],영업비용,전용회선료 및 전파사용료,265518000000.0,275477000000.0,268426000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,8,dart_AdvertisingExpenses,광고선전비,Advertising expenses,당기손익 [개요],영업비용,광고선전비,186340000000.0,235769000000.0,252402000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,9,ifrs-full_RentalExpense,지급임차료,Payment of rental expense,당기손익 [개요],영업비용,지급임차료,136753000000.0,142356000000.0,143747000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,10,dart_MediaPurchaseExpense,상품 및 기타구입비용,Investments and other purchase expense,당기손익 [개요],영업비용,상품 및 기타구입비용,1326159000000.0,1266357000000.0,1268124000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,11,dart_MiscellaneousExpenses,기타영업비용,Other operating expenses,당기손익 [개요],영업비용,기타영업비용,1659121000000.0,1603979000000.0,1454995000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,12,dart_OperatingIncomeLoss,영업이익,Operating income,당기손익 [개요],영업이익,,1823409000000.0,1753204000000.0,1612070000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,13,ifrs-full_FinanceIncome,금융수익,Finance income,당기손익 [개요],금융수익,,355035000000.0,248376000000.0,179838000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,14,ifrs-full_FinanceCosts,금융비용,Finance expense,당기손익 [개요],금융비용,,605919000000.0,527401000000.0,456327000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,15,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"종속기업, 관계기업 및 공동기업투자 관련 손익","Profit and loss related to investments in subsidiaries, associates and joint ventures",당기손익 [개요],"종속기업, 관계기업 및 공동기업투자 관련 손익",,321787000000.0,10928000000.0,-81707000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,16,dart_OtherGains,기타영업외수익,Other non-operating income,당기손익 [개요],기타영업외수익,,72288000000.0,50366000000.0,55898000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,17,dart_OtherLosses,기타영업외비용,Other non-operating expenses,당기손익 [개요],기타영업외비용,,204835000000.0,47294000000.0,73620000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,18,ifrs-full_ProfitLossBeforeTax,법인세차감전순이익,Profit before tax,당기손익 [개요],법인세차감전순이익,,1761765000000.0,1488179000000.0,1236152000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,19,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,Tax expense,당기손익 [개요],법인세비용,,374670000000.0,342242000000.0,288321000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,22,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,비지배지분,Non-controlling interests,당기손익 [개요],당기순이익의 귀속,비지배지분,136940000000.0,52326000000.0,35431000000.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,24,ifrs-full_DilutedEarningsLossPerShare,희석주당순이익,Diluted earnings per share,당기손익 [개요],주당이익 [개요],희석주당순이익,5765.0,4950.0,4116.0,,,,,,,,,,,,,,,
44,00159023,SK텔레콤,017670,23,ifrs-full_BasicEarningsLossPerShare,기본주당순이익,Basic earnings per share,당기손익 [개요],주당이익 [개요],기본주당순이익,5780.0,4954.0,4118.0,,,,,,,,,,,,,,,
49,00126186,삼성에스디에스,018260,15,,,,,,,9787.0,8965.0,14218.0,ifrs-full_BasicEarningsLossPerShare,보통주기본주당이익,Basic earnings (loss) per share,ifrs-full:IncomeStatementAbstract,주당이익 [개요],보통주기본주당이익,,,,,,,,,
49,00126186,삼성에스디에스,018260,16,,,,,,,9787.0,8965.0,14218.0,ifrs-full_DilutedEarningsLossPerShare,보통주희석주당이익,Diluted earnings (loss) per share,ifrs-full:IncomeStatementAbstract,주당이익 [개요],보통주희석주당이익,,,,,,,,,
49,00126186,삼성에스디에스,018260,12,,,,,,,789501325293.0,701325761022.0,1130012585621.0,ifrs-full_ProfitLoss,당기순이익,Profit (loss),ifrs-full:IncomeStatementAbstract,당기순이익,,,,,,,,,,
49,00126186,삼성에스디에스,018260,8,,,,,,,155471871099.0,138970736852.0,206576130937.0,ifrs-full_FinanceCosts,금융비용,Finance costs,ifrs-full:IncomeStatementAbstract,금융비용,,,,,,,,,,
49,00126186,삼성에스디에스,018260,11,,,,,,,313260768077.0,284182610344.0,2067621862.0,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,Tax expense (income),ifrs-full:IncomeStatementAbstract,법인세비용,,,,,,,,,,
49,00126186,삼성에스디에스,018260,10,,,,,,,1102762093370.0,985508371366.0,1132080207483.0,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익,Profit (loss) before tax,ifrs-full:IncomeStatementAbstract,법인세비용차감전순이익,,,,,,,,,,
49,00126186,삼성에스디에스,018260,9,,,,,,,3121850278.0,6393516373.0,6915094785.0,ifrs-full_ShareOfProfitLossOfAssociatesAccountedForUsingEquityMethod,지분법손익,Share of profit (loss) of associates accounted for using equity method,ifrs-full:IncomeStatementAbstract,지분법손익,,,,,,,,,,
49,00126186,삼성에스디에스,018260,5,,,,,,,56645760073.0,74712692832.0,128850875378.0,dart_OtherGains,기타수익,Other gains,ifrs-full:IncomeStatementAbstract,기타수익,,,,,,,,,,
49,00126186,삼성에스디에스,018260,6,,,,,,,41788200566.0,51359876856.0,27791908765.0,dart_OtherLosses,기타비용,Other losses,ifrs-full:IncomeStatementAbstract,기타비용,,,,,,,,,,
49,00126186,삼성에스디에스,018260,7,,,,,,,329157647683.0,286501829275.0,314608253708.0,ifrs-full_FinanceIncome,금융수익,Finance income,ifrs-full:IncomeStatementAbstract,금융수익,,,,,,,,,,
49,00126186,삼성에스디에스,018260,4,,,,,,,911096907001.0,808230946594.0,916074023314.0,dart_OperatingIncomeLoss,영업이익,Operating income(loss),ifrs-full:IncomeStatementAbstract,영업이익,,,,,,,,,,
49,00126186,삼성에스디에스,018260,1,,,,,,,11815899879484.0,11480694731911.0,15334193757477.0,ifrs-full_CostOfSales,매출원가,Cost of sales,ifrs-full:IncomeStatementAbstract,매출원가,,,,,,,,,,
49,00126186,삼성에스디에스,018260,2,,,,,,,2012332154316.0,1796149472961.0,1900555780185.0,ifrs-full_GrossProfit,매출총이익,Gross profit,ifrs-full:IncomeStatementAbstract,매출총이익,,,,,,,,,,
49,00126186,삼성에스디에스,018260,3,,,,,,,1101235247315.0,987918526367.0,984481756871.0,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,Selling general administrative expenses,ifrs-full:IncomeStatementAbstract,판매비와관리비,,,,,,,,,,
49,00126186,삼성에스디에스,018260,0,,,,,,,13828232033800.0,13276844204872.0,17234749537662.0,ifrs-full_Revenue,매출액,Revenue,ifrs-full:IncomeStatementAbstract,매출액,,,,,,,,,,
49,00126186,삼성에스디에스,018260,14,,,,,,,32504443484.0,7903749488.0,30267842482.0,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,비지배지분,"Profit (loss), attributable to non-controlling interests",ifrs-full:IncomeStatementAbstract,당기순이익의 귀속 [개요],비지배지분,,,,,,,,,
49,00126186,삼성에스디에스,018260,13,,,,,,,756996881809.0,693422011534.0,1099744743139.0,ifrs-full_ProfitLossAttributableToOwnersOfParent,지배기업소유지분,"Profit (loss), attributable to owners of parent",ifrs-full:IncomeStatementAbstract,당기순이익의 귀속 [개요],지배기업소유지분,,,,,,,,,
52,00120021,LG,003550,26,,,,,,,3762.0,8082.0,8724.0,entity00120021_BasicDilutedEarningsLossPerPreferredShareOfContinuingOperationOfEarningsPerShareAbstract,구형우선주 기본/희석주당순이익,Basic/Diluted earnings (loss) per preferred share,ifrs-full:IncomeStatementAbstract,주당순이익,계속영업,구형우선주 기본/희석주당순이익,,,,,,,,
52,00120021,LG,003550,25,,,,,,,3712.0,8032.0,8674.0,entity00120021_BasicDilutedEarningsLossPerCommonShareOfContinuingOperationOfEarningsPerShareAbstract,보통주 기본/희석주당순이익,Basic/Diluted earnings (loss) per common share,ifrs-full:IncomeStatementAbstract,주당순이익,계속영업,보통주 기본/희석주당순이익,,,,,,,,
52,00120021,LG,003550,21,,,,,,,,,,entity00120021_ContinuingAndDiscontinuedOperationOfEarningsPerShareAbstract,계속영업과 중단영업,Continuing and discontinued operation,ifrs-full:IncomeStatementAbstract,주당순이익,계속영업과 중단영업,,,,,,,,,
52,00120021,LG,003550,22,,,,,,,3712.0,8032.0,12422.0,entity00120021_ContinuingAndDiscontinuedBasicDilutedEarningsLossPerCommonShareOfContinuingAndDiscontinuedOperationOfEarningsPerShareAbstract,보통주 기본/희석주당순이익,Continuing and discontinued operation Basic/Diluted earnings (loss) per common share,ifrs-full:IncomeStatementAbstract,주당순이익,계속영업과 중단영업,보통주 기본/희석주당순이익,,,,,,,,
52,00120021,LG,003550,20,,,,,,,215751000000.0,153039000000.0,136181000000.0,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,비지배지분,"Profit (loss), attributable to non-controlling interests",ifrs-full:IncomeStatementAbstract,당기순이익(손실)의 귀속,비지배지분,,,,,,,,,
52,00120021,LG,003550,19,,,,,,,574727000000.0,1261219000000.0,1979569000000.0,ifrs-full_ProfitLossAttributableToOwnersOfParent,지배기업의 소유주,"Profit (loss), attributable to owners of parent",ifrs-full:IncomeStatementAbstract,당기순이익(손실)의 귀속,지배기업의 소유주,,,,,,,,,
52,00120021,LG,003550,15,,,,,,,216620000000.0,204110000000.0,527083000000.0,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,Tax expense (income),ifrs-full:IncomeStatementAbstract,법인세비용,,,,,,,,,,
52,00120021,LG,003550,18,,,,,,,790478000000.0,1414258000000.0,2115750000000.0,ifrs-full_ProfitLoss,당기순이익,Profit (loss),ifrs-full:IncomeStatementAbstract,당기순이익,,,,,,,,,,
52,00120021,LG,003550,17,,,,,,,,,597215000000.0,ifrs-full_ProfitLossFromDiscontinuedOperations,중단영업손익,Profit (loss) from discontinued operations,ifrs-full:IncomeStatementAbstract,중단영업손익,,,,,,,,,,
52,00120021,LG,003550,16,,,,,,,790478000000.0,1414258000000.0,1518535000000.0,ifrs-full_ProfitLossFromContinuingOperations,계속영업이익,Profit from continuing operations,ifrs-full:IncomeStatementAbstract,계속영업이익,,,,,,,,,,
52,00120021,LG,003550,13,,,,,,,131348000000.0,90419000000.0,82162000000.0,dart_NonOperatingExpense,기타영업외비용,Other non-operating expense,ifrs-full:IncomeStatementAbstract,영업이익,기타영업외비용,,,,,,,,,
52,00120021,LG,003550,14,,,,,,,1007098000000.0,1618368000000.0,2045618000000.0,ifrs-full_ProfitLossBeforeTax,법인세비용차감전계속영업이익,Profit (loss) before tax,ifrs-full:IncomeStatementAbstract,법인세비용차감전계속영업이익,,,,,,,,,,
52,00120021,LG,003550,12,,,,,,,74797000000.0,49540000000.0,89116000000.0,dart_NonOperatingIncome,기타영업외수익,Other non-operating income,ifrs-full:IncomeStatementAbstract,영업이익,기타영업외수익,,,,,,,,,
52,00120021,LG,003550,3,,,,,,,2557448000000.0,2421518000000.0,2040906000000.0,ifrs-full_RevenueFromConstructionContracts,건설형계약매출,Revenue(Sales) from construction contracts,ifrs-full:IncomeStatementAbstract,매출및지분법손익,건설형계약매출,,,,,,,,,
52,00120021,LG,003550,4,,,,,,,217001000000.0,899203000000.0,1302911000000.0,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,지분법손익,Profits of associates and joint ventures accounted for using equity method,ifrs-full:IncomeStatementAbstract,매출및지분법손익,지분법손익,,,,,,,,,
52,00120021,LG,003550,5,,,,,,,599208000000.0,595060000000.0,598337000000.0,ifrs-full_OtherRevenue,기타매출,Other revenue(Sales),ifrs-full:IncomeStatementAbstract,매출및지분법손익,기타매출,,,,,,,,,
52,00120021,LG,003550,24,,,,,,,,,,entity00120021_ContinuingOperationOfEarningsPerShareAbstract,계속영업,Continuing operation,ifrs-full:IncomeStatementAbstract,주당순이익,계속영업,,,,,,,,,
52,00120021,LG,003550,23,,,,,,,3762.0,8082.0,12472.0,entity00120021_ContinuingAndDiscontinuedBasicDilutedEarningsLossPerPreferredShareOfContinuingAndDiscontinuedOperationOfEarningsPerShareAbstract,구형우선주 기본/희석주당순이익,Continuing and discontinued Basic/Diluted earnings (loss) per preferred share,ifrs-full:IncomeStatementAbstract,주당순이익,계속영업과 중단영업,구형우선주 기본/희석주당순이익,,,,,,,,
52,00120021,LG,003550,11,,,,,,,33791000000.0,57963000000.0,28021000000.0,ifrs-full_FinanceCosts,금융비용,Financial costs,ifrs-full:IncomeStatementAbstract,영업이익,금융비용,,,,,,,,,
52,00120021,LG,003550,10,,,,,,,130598000000.0,128197000000.0,125305000000.0,ifrs-full_FinanceIncome,금융수익,Financial income,ifrs-full:IncomeStatementAbstract,영업이익,금융수익,,,,,,,,,
52,00120021,LG,003550,9,,,,,,,966842000000.0,1589013000000.0,1941380000000.0,dart_OperatingIncomeLoss,영업이익,Operating income,ifrs-full:IncomeStatementAbstract,영업이익,,,,,,,,,,
52,00120021,LG,003550,8,,,,,,,461860000000.0,417353000000.0,391418000000.0,dart_TotalSellingGeneralAdministrativeExpenses,판매비와일반관리비,Selling general administrative expenses,ifrs-full:IncomeStatementAbstract,판매비와일반관리비,,,,,,,,,,
52,00120021,LG,003550,0,,,,,,,7175505000000.0,7445336000000.0,7185987000000.0,ifrs-full_Revenue,매출및지분법손익,Revenue and gain (loss) on valuation by equity method,ifrs-full:IncomeStatementAbstract,매출및지분법손익,,,,,,,,,,
52,00120021,LG,003550,1,,,,,,,921827000000.0,1022195000000.0,1005453000000.0,ifrs-full_RevenueFromSaleOfGoods,제품및상품매출,Revenue(Saels) from sale of goods,ifrs-full:IncomeStatementAbstract,매출및지분법손익,제품및상품매출,,,,,,,,,
52,00120021,LG,003550,6,,,,,,,5746803000000.0,5438970000000.0,4853189000000.0,ifrs-full_CostOfSales,매출원가,Cost of sales,ifrs-full:IncomeStatementAbstract,매출원가,,,,,,,,,,
52,00120021,LG,003550,7,,,,,,,1428702000000.0,2006366000000.0,2332798000000.0,ifrs-full_GrossProfit,매출총이익,Gross profit,ifrs-full:IncomeStatementAbstract,매출총이익,,,,,,,,,,
52,00120021,LG,003550,2,,,,,,,2880021000000.0,2507360000000.0,2238380000000.0,ifrs-full_RevenueFromRenderingOfServices,용역매출,Revenue(Sales) from rendering of services,ifrs-full:IncomeStatementAbstract,매출및지분법손익,용역매출,,,,,,,,,
54,00360595,현대글로비스,086280,15,,,,,,,,,,,,,,,,,IX.주당이익,25,,,,,,
54,00360595,현대글로비스,086280,16,,,,,,,14585.0,14148.0,,,,,,,,,지배기업의소유주지분에대한기본및희석주당이익,,,,,,,
54,00360595,현대글로비스,086280,0,,,,,,,28407374301315.0,25683197164064.0,,,,,,,,,I.매출액,"26,30,32",,,,,,
54,00360595,현대글로비스,086280,1,,,,,,,25957178819827.0,23591728438829.0,,,,,,,,,II.매출원가,"23,26",,,,,,
54,00360595,현대글로비스,086280,2,,,,,,,2450195481488.0,2091468725235.0,,,,,,,,,III.매출총이익,,,,,,,
54,00360595,현대글로비스,086280,3,,,,,,,697328039262.0,537436215148.0,,,,,,,,,IV.판매비와관리비,"22,23",,,,,,
54,00360595,현대글로비스,086280,4,,,,,,,1752867442226.0,1554032510087.0,,,,,,,,,V.영업이익,,,,,,,
54,00360595,현대글로비스,086280,5,,,,,,,186262663721.0,171569620491.0,,,,,,,,,1.금융수익,"6,22",,,,,,
54,00360595,현대글로비스,086280,6,,,,,,,1137587617865.0,938989215346.0,,,,,,,,,2.기타수익,"6,22",,,,,,
54,00360595,현대글로비스,086280,7,,,,,,,189184306474.0,194221901688.0,,,,,,,,,3.금융비용,"6,22",,,,,,
54,00360595,현대글로비스,086280,8,,,,,,,1220705460131.0,1009572649491.0,,,,,,,,,4.기타비용,"6,22",,,,,,
54,00360595,현대글로비스,086280,9,,,,,,,-122089019767.0,-7358673303.0,,,,,,,,,5.지분법손익,12,,,,,,
54,00360595,현대글로비스,086280,10,,,,,,,1544738937440.0,1453438121442.0,,,,,,,,,VI.법인세비용차감전순이익,,,,,,,
54,00360595,현대글로비스,086280,11,,,,,,,445251951394.0,383347457149.0,,,,,,,,,VII.법인세비용,24,,,,,,
54,00360595,현대글로비스,086280,12,,,,,,,1099486986046.0,1070090664293.0,,,,,,,,,VIII.당기순이익,,,,,,,
54,00360595,현대글로비스,086280,13,,,,,,,1093860048142.0,1061133294855.0,,,,,,,,,지배기업의소유주지분,,,,,,,
54,00360595,현대글로비스,086280,14,,,,,,,5626937904.0,8957369438.0,,,,,,,,,비지배지분,,,,,,,
57,00190321,KT,030200,14,ifrs-full_DilutedEarningsLossPerShare,희석주당이익,Diluted earnings (loss) per share,ifrs-full:IncomeStatementAbstract,지배기업 소유주지분에 대한 주당이익,희석주당이익,1906.0,4038.0,5205.0,,,,,,,,,,,,,,,
57,00190321,KT,030200,13,ifrs-full_BasicEarningsLossPerShare,기본주당이익,Basic earnings (loss) per share,ifrs-full:IncomeStatementAbstract,지배기업 소유주지분에 대한 주당이익,기본주당이익,1908.0,4043.0,5209.0,,,,,,,,,,,,,,,
57,00190321,KT,030200,12,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,비지배지분,Non-controlling interest,ifrs-full:IncomeStatementAbstract,당기순이익의 귀속,비지배지분,-53192000000.0,-21143000000.0,125165000000.0,,,,,,,,,,,,,,,
57,00190321,KT,030200,11,ifrs-full_ProfitLossAttributableToOwnersOfParent,지배기업의 소유주지분,Owners of the Controlling Company,ifrs-full:IncomeStatementAbstract,당기순이익의 귀속,지배기업의 소유주지분,470286000000.0,1009861000000.0,1262498000000.0,,,,,,,,,,,,,,,
57,00190321,KT,030200,10,ifrs-full_ProfitLoss,당기순이익,Profit (loss),ifrs-full:IncomeStatementAbstract,당기순이익,,417094000000.0,988718000000.0,1387663000000.0,,,,,,,,,,,,,,,
57,00190321,KT,030200,9,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,Income tax expense,ifrs-full:IncomeStatementAbstract,법인세비용,,167607000000.0,335367000000.0,506404000000.0,,,,,,,,,,,,,,,
57,00190321,KT,030200,8,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순손익,Profit (loss) before tax,ifrs-full:IncomeStatementAbstract,법인세비용차감전순손익,,584701000000.0,1324085000000.0,1894067000000.0,,,,,,,,,,,,,,,
57,00190321,KT,030200,7,ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,관계기업및공동기업 순이익 지분,Share of profit (loss) of associates and joint ventures accounted for using equity method,ifrs-full:IncomeStatementAbstract,관계기업및공동기업 순이익 지분,,8587000000.0,-43424000000.0,-17285000000.0,,,,,,,,,,,,,,,
57,00190321,KT,030200,2,dart_OperatingIncomeLoss,영업이익,Operating profit,ifrs-full:IncomeStatementAbstract,영업이익,,809471000000.0,1649774000000.0,1690088000000.0,,,,,,,,,,,,,,,
57,00190321,KT,030200,6,ifrs-full_FinanceCosts,금융비용,Finance costs,ifrs-full:IncomeStatementAbstract,금융비용,,994781000000.0,568682000000.0,749908000000.0,,,,,,,,,,,,,,,
57,00190321,KT,030200,4,dart_OtherLosses,기타비용,Other losses,ifrs-full:IncomeStatementAbstract,기타비용,,501055000000.0,507904000000.0,314607000000.0,,,,,,,,,,,,,,,
57,00190321,KT,030200,5,ifrs-full_FinanceIncome,금융수익,Finance income,ifrs-full:IncomeStatementAbstract,금융수익,,917650000000.0,486277000000.0,690428000000.0,,,,,,,,,,,,,,,
57,00190321,KT,030200,0,ifrs-full_Revenue,영업수익,Operating revenue,ifrs-full:IncomeStatementAbstract,영업수익,,26431204000000.0,26376273000000.0,25650011000000.0,,,,,,,,,,,,,,,
57,00190321,KT,030200,1,ifrs-full_OperatingExpense,영업비용,Operating expense,ifrs-full:IncomeStatementAbstract,영업비용,,25621733000000.0,24726499000000.0,23959923000000.0,,,,,,,,,,,,,,,
57,00190321,KT,030200,3,dart_OtherGains,기타수익,Other gains,ifrs-full:IncomeStatementAbstract,기타수익,,344829000000.0,308044000000.0,595351000000.0,,,,,,,,,,,,,,,
71,00126308,삼성E&A,028050,7,,,,,,,12288474183.0,8778195603.0,7489310069.0,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,지분법이익,Profits of associates and joint ventures accounted for using equity method,당기손익 [개요],지분법이익,,,,,,,,,,
71,00126308,삼성E&A,028050,15,,,,,,,92762058215.0,83526245687.0,59410785375.0,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,외환차손(금융원가),Losses on foreign currency transactions fiancial expense,당기손익 [개요],금융원가,외환차손(금융원가),,,,,,,,,
71,00126308,삼성E&A,028050,8,,,,,,,5364960368.0,8427335029.0,135334766.0,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,지분법손실,Losses of associates and joint ventures accounted for using equity method,당기손익 [개요],지분법손실,,,,,,,,,,
71,00126308,삼성E&A,028050,10,,,,,,,58504290886.0,62550815007.0,21399519303.0,dart_InterestIncomeFinanceIncome,이자수익(금융수익),"Interest income, finance income",당기손익 [개요],금융수익,이자수익(금융수익),,,,,,,,,
71,00126308,삼성E&A,028050,9,,,,,,,278645617899.0,150994301571.0,97976113909.0,ifrs-full_FinanceIncome,금융수익,Finance income,당기손익 [개요],금융수익,,,,,,,,,,
71,00126308,삼성E&A,028050,12,,,,,,,126384666754.0,12849710143.0,7773065530.0,dart_GainsOnForeignExchangeTranslationsFinancialIncome,외화환산이익(금융수익),Gains on foreign exchange translations financial income,당기손익 [개요],금융수익,외화환산이익(금융수익),,,,,,,,,
71,00126308,삼성E&A,028050,13,,,,,,,116180586125.0,214055274649.0,93600938214.0,ifrs-full_FinanceCosts,금융원가,Finance costs,당기손익 [개요],금융원가,,,,,,,,,,
71,00126308,삼성E&A,028050,14,,,,,,,14093324874.0,22877033888.0,14646748935.0,dart_InterestExpenseFinanceExpense,이자비용(금융원가),"Interest expense, finance expense",당기손익 [개요],금융원가,이자비용(금융원가),,,,,,,,,
71,00126308,삼성E&A,028050,11,,,,,,,93756660259.0,75593776421.0,68803529076.0,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,외환차익(금융수익),Gains on foreign currency transactions fiancial income,당기손익 [개요],금융수익,외환차익(금융수익),,,,,,,,,
